district,crop_type,plot_acres,soil_nitrogen_kg_ha,soil_ph,organic_carbon_pct,phosphorus_kg_ha,potassium_kg_ha,growth_stage,days_since_sowing,ndvi,optimal_solid_urea_pct,optimal_nano_urea_pct,solid_urea_bags,nano_urea_bottles,water_liters,expected_yield_quintal_acre
Kapurthala,wheat,2,293.1,7.03,0.384,42.2,184.2,germination,18,0.251,50.0,50.0,2.35,2.35,250,20.5
Amritsar,wheat,3,206.3,8.14,0.539,14.4,204.1,germination,16,0.206,63.4,36.6,4.46,2.58,375,19.24
Patiala,paddy,2,256.7,7.58,0.42,18.4,251.9,seedling,5,0.278,52.8,47.2,2.27,2.03,250,27.58
Patiala,wheat,2,217.7,7.99,0.533,17.2,187.0,heading,90,0.604,39.9,60.1,1.87,2.82,250,20.59
Kapurthala,wheat,2,204.3,7.81,0.38,30.2,133.2,jointing,53,0.705,49.2,50.8,2.31,2.38,250,18.91
Ludhiana,wheat,3,188.2,7.37,0.355,16.1,272.2,grain_filling,129,0.562,53.6,46.4,3.77,3.27,375,18.74
Kapurthala,paddy,3,261.7,8.11,0.539,15.7,169.8,seedling,9,0.222,61.7,38.3,3.98,2.47,375,27.2
Sangrur,wheat,2,208.9,7.58,0.404,13.9,208.6,grain_filling,127,0.632,45.6,54.4,2.14,2.55,250,18.28
Amritsar,wheat,2,196.6,8.0,0.315,30.7,302.6,heading,98,0.641,49.3,50.7,2.31,2.38,250,19.14
Firozpur,paddy,3,142.0,7.62,0.432,10.8,283.4,tillering,22,0.489,57.9,42.1,3.74,2.71,375,28.09
Kapurthala,paddy,1,250.9,7.2,0.3,14.9,241.8,tillering,28,0.402,55.5,44.5,1.19,0.96,125,27.48
Patiala,paddy,2,231.8,6.82,0.376,27.9,313.9,tillering,19,0.366,51.7,48.3,2.23,2.08,250,27.37
Patiala,paddy,5,267.8,7.05,0.357,26.8,222.7,grain_filling,102,0.55,43.5,56.5,4.68,6.08,625,28.01
Amritsar,paddy,2,270.4,8.33,0.529,23.3,135.7,tillering,27,0.364,50.4,49.6,2.17,2.13,250,27.16
Gurdaspur,wheat,4,184.1,7.81,0.362,41.6,292.8,grain_filling,114,0.475,42.3,57.7,3.97,5.41,500,17.91
Firozpur,wheat,1,194.8,8.34,0.45,29.4,156.0,tillering,41,0.526,58.9,41.1,1.38,0.97,125,18.81
Amritsar,paddy,3,266.2,7.26,0.506,29.2,159.5,panicle_initiation,56,0.728,41.8,58.2,2.69,3.76,375,29.61
Sangrur,paddy,5,263.5,7.72,0.61,40.2,209.8,panicle_initiation,46,0.645,43.4,56.6,4.67,6.08,625,30.63
Amritsar,wheat,7,173.9,7.47,0.423,24.8,223.0,grain_filling,124,0.583,44.8,55.2,7.36,9.06,875,17.14
Gurdaspur,wheat,3,308.9,7.74,0.64,36.1,155.1,jointing,54,0.63,39.3,60.7,2.77,4.27,375,20.8
Kapurthala,wheat,15,276.5,8.02,0.421,12.3,120.3,jointing,51,0.576,52.2,47.8,18.37,16.82,1875,19.11
Kapurthala,wheat,5,268.6,7.68,0.526,15.2,234.4,heading,95,0.684,44.7,55.3,5.25,6.48,625,19.44
Ludhiana,wheat,5,279.8,7.06,0.393,27.4,204.0,grain_filling,103,0.517,42.4,57.6,4.97,6.76,625,18.67
Bathinda,wheat,10,196.0,7.84,0.347,19.1,317.0,germination,15,0.192,71.1,28.9,16.68,6.78,1250,18.84
Gurdaspur,paddy,7,278.5,7.12,0.598,17.1,268.6,grain_filling,98,0.496,39.6,60.4,5.96,9.09,875,25.83
Patiala,wheat,5,200.8,7.14,0.505,16.0,294.7,grain_filling,130,0.467,45.1,54.9,5.29,6.44,625,19.6
Sangrur,wheat,2,180.5,7.46,0.401,11.2,147.3,grain_filling,109,0.496,46.1,53.9,2.16,2.53,250,18.71
Firozpur,paddy,4,251.4,7.75,0.313,24.9,147.9,seedling,8,0.263,59.1,40.9,5.08,3.52,500,27.14
Sangrur,wheat,5,267.7,7.0,0.491,42.1,177.6,grain_filling,119,0.58,38.6,61.4,4.53,7.2,625,19.43
Gurdaspur,wheat,3,211.9,7.29,0.374,27.1,278.8,grain_filling,106,0.472,44.9,55.1,3.16,3.88,375,20.01
Bathinda,paddy,2,208.9,8.68,0.205,29.5,277.5,seedling,9,0.192,69.8,30.2,3.0,1.3,250,27.56
Ludhiana,paddy,3,274.4,7.97,0.531,23.9,222.7,flowering,80,0.675,40.8,59.2,2.63,3.82,375,28.24
Bathinda,wheat,12,259.0,8.23,0.289,20.1,171.4,germination,20,0.213,69.1,30.9,19.45,8.7,1500,18.81
Moga,wheat,15,223.3,7.55,0.333,43.3,208.8,heading,82,0.656,42.4,57.6,14.91,20.29,1875,18.34
Bathinda,wheat,4,150.2,7.71,0.278,13.7,123.7,germination,1,0.264,64.7,35.3,6.07,3.31,500,18.86
Patiala,paddy,1,254.2,7.59,0.353,42.5,133.3,seedling,5,0.202,64.0,36.0,1.38,0.78,125,26.98
Kapurthala,paddy,3,228.3,7.76,0.315,27.1,151.0,seedling,14,0.193,64.6,35.4,4.17,2.28,375,27.13
Firozpur,paddy,4,236.3,8.01,0.4,13.6,288.9,flowering,90,0.797,40.3,59.7,3.47,5.13,500,28.19
Gurdaspur,paddy,4,214.7,7.66,0.542,17.8,127.0,grain_filling,104,0.588,40.0,60.0,3.44,5.16,500,28.54
Kapurthala,paddy,5,219.5,7.33,0.372,28.8,209.8,grain_filling,106,0.465,40.1,59.9,4.32,6.44,625,26.53
Patiala,paddy,3,239.9,6.93,0.504,26.8,299.4,tillering,31,0.569,49.4,50.6,3.19,3.26,375,27.18
Amritsar,paddy,4,282.6,7.36,0.399,17.5,132.0,tillering,34,0.513,42.5,57.5,3.66,4.94,500,27.87
Ludhiana,wheat,2,262.0,7.38,0.33,17.8,157.6,heading,90,0.732,42.0,58.0,1.97,2.72,250,19.05
Ludhiana,wheat,4,188.8,8.1,0.445,26.1,190.0,germination,0,0.189,66.1,33.9,6.2,3.18,500,19.8
Firozpur,paddy,10,200.9,8.26,0.453,36.0,289.3,seedling,11,0.24,55.0,45.0,11.84,9.67,1250,26.96
Bathinda,paddy,2,221.7,8.73,0.408,31.8,253.1,tillering,43,0.448,55.1,44.9,2.37,1.93,250,28.12
Jalandhar,wheat,3,297.5,7.57,0.306,13.1,238.2,heading,83,0.684,39.1,60.9,2.75,4.29,375,19.26
Gurdaspur,wheat,3,189.5,7.04,0.353,31.3,159.3,germination,13,0.275,57.4,42.6,4.04,2.99,375,17.47
Gurdaspur,wheat,1,278.1,7.02,0.586,18.9,169.8,jointing,72,0.515,45.8,54.2,1.07,1.27,125,18.15
Bathinda,paddy,5,188.7,7.55,0.334,34.7,187.8,grain_filling,99,0.497,51.3,48.7,5.52,5.24,625,26.58
Jalandhar,wheat,10,252.2,7.78,0.431,27.4,266.4,grain_filling,103,0.584,40.5,59.5,9.5,13.96,1250,19.87
Firozpur,wheat,5,200.9,7.55,0.353,36.7,171.7,heading,87,0.798,38.1,61.9,4.47,7.26,625,20.22
Bathinda,wheat,1,141.7,8.37,0.351,13.0,127.3,heading,81,0.659,49.7,50.3,1.17,1.18,125,20.17
Patiala,wheat,7,257.8,7.16,0.689,34.6,147.3,jointing,63,0.618,41.0,59.0,6.74,9.69,875,20.4
Firozpur,paddy,2,201.6,8.53,0.232,27.6,236.8,grain_filling,107,0.51,53.4,46.6,2.3,2.0,250,27.02
Amritsar,wheat,1,252.5,8.32,0.447,25.4,129.0,grain_filling,117,0.544,45.4,54.6,1.07,1.28,125,20.06
Firozpur,wheat,7,139.0,8.09,0.394,27.7,283.4,heading,94,0.745,48.3,51.7,7.94,8.49,875,18.18
Moga,paddy,3,255.3,7.45,0.301,42.1,232.0,panicle_initiation,60,0.617,50.2,49.8,3.24,3.21,375,26.7
Kapurthala,paddy,2,288.0,7.66,0.4,10.3,132.2,seedling,14,0.202,49.5,50.5,2.13,2.17,250,27.2
Firozpur,wheat,5,131.4,7.57,0.31,30.3,135.0,heading,82,0.783,51.8,48.2,6.07,5.66,625,20.44
Firozpur,wheat,4,150.7,7.91,0.275,11.0,281.0,germination,11,0.217,65.3,34.7,6.13,3.25,500,18.51
Bathinda,paddy,2,190.3,8.44,0.201,30.7,289.5,flowering,76,0.679,53.5,46.5,2.3,2.0,250,27.01
Amritsar,paddy,10,162.3,8.27,0.367,21.0,212.5,flowering,90,0.773,44.3,55.7,9.53,11.98,1250,27.47
Sangrur,paddy,7,303.2,7.61,0.389,23.9,154.0,tillering,22,0.528,44.2,55.8,6.65,8.41,875,27.16
Amritsar,wheat,5,259.9,7.43,0.442,32.9,310.8,germination,16,0.239,58.9,41.1,6.91,4.83,625,18.59
Ludhiana,paddy,3,265.1,7.47,0.393,15.9,258.8,flowering,87,0.737,39.6,60.4,2.56,3.9,375,27.16
Firozpur,paddy,2,207.5,7.41,0.415,23.2,308.5,tillering,36,0.485,48.2,51.8,2.07,2.23,250,26.11
Moga,paddy,5,168.5,8.25,0.515,23.1,232.6,grain_filling,108,0.539,53.0,47.0,5.7,5.05,625,27.21
Ludhiana,wheat,2,236.3,7.19,0.341,36.6,305.5,germination,18,0.158,60.2,39.8,2.83,1.87,250,19.2
Patiala,wheat,5,244.7,6.92,0.655,27.8,281.6,grain_filling,107,0.52,42.2,57.8,4.95,6.78,625,19.15
Jalandhar,wheat,3,214.8,7.79,0.505,32.2,316.9,grain_filling,122,0.535,43.6,56.4,3.07,3.97,375,21.19
Bathinda,paddy,2,253.4,8.17,0.405,29.1,128.2,seedling,4,0.262,54.0,46.0,2.32,1.98,250,26.51
Moga,paddy,2,268.7,8.02,0.498,16.2,284.9,grain_filling,102,0.455,44.9,55.1,1.93,2.37,250,27.38
Bathinda,wheat,3,212.4,8.59,0.38,28.3,129.0,germination,12,0.201,69.5,30.5,4.89,2.15,375,17.65
Kapurthala,paddy,4,247.5,8.02,0.539,11.4,195.8,flowering,83,0.62,44.6,55.4,3.84,4.77,500,28.72
Moga,wheat,7,263.0,7.77,0.319,14.4,157.7,tillering,44,0.379,57.2,42.8,9.39,7.03,875,17.76
Moga,paddy,4,267.4,7.46,0.283,31.8,232.5,flowering,84,0.729,38.2,61.8,3.29,5.32,500,26.64
Ludhiana,paddy,5,314.5,8.07,0.552,30.5,257.9,flowering,82,0.649,30.0,70.0,3.23,7.53,625,28.68
Ludhiana,paddy,2,246.5,7.95,0.426,42.9,226.8,tillering,20,0.357,46.6,53.4,2.01,2.29,250,28.48
Gurdaspur,wheat,5,291.8,7.76,0.381,32.2,283.7,heading,93,0.662,34.0,66.0,3.99,7.74,625,18.82
Bathinda,paddy,3,135.2,8.71,0.283,17.7,219.3,tillering,32,0.473,64.8,35.2,4.18,2.27,375,26.5
Bathinda,wheat,2,227.9,8.31,0.35,29.1,238.1,grain_filling,116,0.46,44.8,55.2,2.1,2.59,250,18.17
Firozpur,paddy,7,230.9,8.27,0.22,43.4,282.8,flowering,69,0.711,41.6,58.4,6.27,8.78,875,27.72
Firozpur,paddy,4,264.4,8.21,0.38,43.1,208.6,panicle_initiation,62,0.565,51.1,48.9,4.39,4.21,500,27.52
Sangrur,paddy,5,296.9,7.07,0.429,10.8,185.9,panicle_initiation,64,0.599,41.6,58.4,4.47,6.28,625,29.26
Jalandhar,wheat,1,197.3,8.18,0.577,24.1,298.1,heading,89,0.624,39.7,60.3,0.93,1.42,125,20.88
Patiala,paddy,4,221.4,6.82,0.385,27.4,258.0,tillering,28,0.543,48.8,51.2,4.2,4.4,500,26.57
Bathinda,wheat,2,163.1,7.56,0.358,18.7,180.8,jointing,76,0.553,49.6,50.4,2.33,2.36,250,18.77
Moga,paddy,2,215.9,7.56,0.325,36.8,277.3,grain_filling,95,0.475,45.7,54.3,1.96,2.34,250,25.44
Moga,wheat,5,268.5,8.27,0.47,19.7,319.3,grain_filling,104,0.639,46.1,53.9,5.41,6.32,625,20.48
Firozpur,wheat,7,161.0,8.01,0.374,28.8,233.0,germination,4,0.281,60.9,39.1,10.0,6.42,875,17.11
Firozpur,wheat,5,155.1,8.32,0.358,40.8,199.4,heading,85,0.67,49.6,50.4,5.82,5.91,625,17.65
Bathinda,wheat,2,230.0,8.73,0.289,18.7,243.2,tillering,25,0.436,58.1,41.9,2.73,1.96,250,17.61
Firozpur,wheat,3,182.8,8.49,0.368,14.8,193.8,grain_filling,128,0.645,52.9,47.1,3.73,3.31,375,18.94
Gurdaspur,wheat,2,228.6,7.18,0.519,40.8,184.9,jointing,66,0.623,46.3,53.7,2.17,2.52,250,21.0
Bathinda,paddy,1,237.0,7.71,0.414,34.0,224.0,panicle_initiation,51,0.692,44.2,55.8,0.95,1.2,125,28.38
Kapurthala,paddy,3,269.3,7.23,0.306,40.6,135.1,tillering,27,0.51,51.9,48.1,3.35,3.1,375,27.56
Ludhiana,wheat,4,318.1,7.86,0.515,11.6,295.8,jointing,63,0.602,44.3,55.7,4.16,5.22,500,20.07
Sangrur,wheat,1,272.0,7.59,0.341,28.4,199.1,jointing,77,0.685,50.1,49.9,1.18,1.17,125,18.85
Jalandhar,wheat,4,231.2,7.29,0.495,36.4,142.1,grain_filling,116,0.464,44.6,55.4,4.19,5.2,500,17.13
Moga,paddy,7,231.9,7.84,0.395,43.2,275.4,panicle_initiation,61,0.636,44.6,55.4,6.72,8.34,875,28.18
Gurdaspur,paddy,12,314.9,7.19,0.51,34.4,152.9,tillering,29,0.366,44.1,55.9,11.38,14.42,1500,28.36
Kapurthala,wheat,7,181.1,7.95,0.565,19.9,207.6,heading,90,0.676,36.3,63.7,5.96,10.46,875,21.32
Kapurthala,paddy,7,222.8,7.54,0.432,19.1,263.1,grain_filling,94,0.498,45.4,54.6,6.84,8.21,875,26.26
Ludhiana,wheat,2,308.5,7.98,0.643,40.8,176.0,grain_filling,126,0.472,36.7,63.3,1.72,2.97,250,20.37
Patiala,wheat,2,181.5,6.8,0.501,27.6,247.5,heading,95,0.67,43.5,56.5,2.04,2.65,250,22.0
Moga,wheat,3,165.4,7.71,0.461,13.3,310.1,heading,97,0.676,45.6,54.4,3.21,3.83,375,18.68
Sangrur,paddy,4,173.6,8.05,0.345,20.7,284.5,grain_filling,101,0.491,47.3,52.7,4.07,4.53,500,26.43
Jalandhar,wheat,15,245.5,8.23,0.495,12.6,212.1,heading,92,0.619,43.4,56.6,15.29,19.9,1875,19.77
Patiala,wheat,2,172.9,7.52,0.585,31.1,134.3,grain_filling,119,0.492,40.4,59.6,1.9,2.79,250,19.85
Bathinda,wheat,4,124.7,8.11,0.439,14.0,309.3,tillering,38,0.477,67.8,32.2,6.36,3.02,500,18.4
Bathinda,paddy,7,237.4,8.26,0.262,33.1,262.0,tillering,16,0.451,49.1,50.9,7.39,7.66,875,26.91
Ludhiana,wheat,12,188.6,7.06,0.433,21.8,263.6,germination,9,0.173,58.9,41.1,16.57,11.58,1500,17.71
Bathinda,wheat,2,179.0,7.59,0.328,25.9,273.4,grain_filling,110,0.539,52.8,47.2,2.48,2.21,250,19.32
Moga,wheat,5,224.7,7.58,0.345,23.9,123.8,grain_filling,122,0.459,48.9,51.1,5.74,5.99,625,18.95
Patiala,wheat,5,191.4,7.83,0.514,24.1,209.9,jointing,51,0.687,48.5,51.5,5.69,6.04,625,19.89
Firozpur,wheat,7,191.9,7.49,0.329,36.0,197.3,jointing,69,0.631,53.6,46.4,8.8,7.62,875,18.89
Patiala,paddy,1,266.4,7.15,0.67,19.6,280.2,grain_filling,100,0.524,37.7,62.3,0.81,1.34,125,25.05
Kapurthala,wheat,4,231.1,7.19,0.419,39.2,317.4,grain_filling,121,0.556,41.9,58.1,3.93,5.45,500,18.99
Bathinda,paddy,3,172.3,8.67,0.429,42.6,174.1,seedling,9,0.263,59.2,40.8,3.82,2.63,375,27.2
Kapurthala,wheat,3,190.7,7.85,0.533,25.9,259.6,grain_filling,127,0.482,48.8,51.2,3.44,3.6,375,19.59
Moga,wheat,3,200.6,7.99,0.293,42.0,124.1,jointing,76,0.602,49.3,50.7,3.47,3.57,375,19.04
Patiala,wheat,5,288.5,7.31,0.543,18.1,268.7,jointing,51,0.678,44.1,55.9,5.17,6.56,625,20.06
Sangrur,paddy,2,296.8,7.95,0.46,14.9,163.6,seedling,5,0.205,51.9,48.1,2.23,2.07,250,27.49
Patiala,wheat,12,193.8,7.66,0.62,26.2,262.8,grain_filling,108,0.478,40.5,59.5,11.4,16.75,1500,19.93
Sangrur,wheat,4,229.1,7.3,0.569,21.0,287.7,jointing,68,0.66,38.8,61.2,3.64,5.74,500,21.59
Firozpur,wheat,3,194.0,8.02,0.453,33.1,189.8,grain_filling,109,0.637,46.9,53.1,3.3,3.73,375,18.52
Patiala,wheat,12,207.7,7.09,0.697,16.9,235.1,germination,8,0.296,50.3,49.7,14.15,14.0,1500,19.77
Moga,wheat,4,260.8,7.49,0.418,38.8,174.3,grain_filling,127,0.586,36.9,63.1,3.46,5.92,500,18.58
Bathinda,wheat,4,134.9,8.68,0.21,25.1,130.4,tillering,40,0.482,70.3,29.7,6.59,2.79,500,18.12
Amritsar,wheat,5,218.3,8.05,0.511,42.7,185.5,jointing,54,0.552,49.9,50.1,5.85,5.88,625,19.88
Gurdaspur,paddy,2,285.6,7.71,0.526,44.5,226.7,flowering,89,0.766,33.4,66.6,1.44,2.86,250,30.37
Patiala,wheat,3,208.5,7.58,0.603,40.2,215.1,jointing,79,0.674,47.6,52.4,3.35,3.69,375,20.47
Amritsar,wheat,5,275.4,7.4,0.549,14.2,123.0,germination,15,0.187,62.0,38.0,7.28,4.45,625,19.74
Kapurthala,wheat,4,275.3,7.82,0.535,38.5,136.9,jointing,75,0.611,51.2,48.8,4.81,4.58,500,20.47
Sangrur,paddy,5,232.7,7.37,0.349,24.0,193.3,seedling,5,0.255,55.4,44.6,5.95,4.8,625,26.33
Amritsar,paddy,4,231.2,7.41,0.328,27.4,203.7,panicle_initiation,46,0.697,49.7,50.3,4.28,4.32,500,28.82
Sangrur,paddy,7,172.7,7.74,0.585,38.1,156.8,grain_filling,102,0.464,42.9,57.1,6.46,8.59,875,28.74
Kapurthala,paddy,3,190.8,8.03,0.52,24.5,214.7,flowering,86,0.786,45.4,54.6,2.93,3.52,375,30.29
Firozpur,wheat,10,147.9,8.31,0.352,15.2,172.8,heading,97,0.673,53.2,46.8,12.49,10.97,1250,17.8
Ludhiana,paddy,7,266.0,7.64,0.332,25.6,319.9,seedling,15,0.266,56.3,43.7,8.48,6.57,875,26.74
Moga,paddy,1,209.1,8.07,0.462,12.9,284.8,seedling,11,0.157,57.2,42.8,1.23,0.92,125,27.77
Firozpur,wheat,3,167.8,8.01,0.343,27.9,254.5,tillering,40,0.509,63.5,36.5,4.47,2.57,375,17.75
Moga,paddy,2,187.8,7.85,0.447,26.9,230.0,flowering,86,0.743,38.3,61.7,1.65,2.66,250,28.12
Kapurthala,paddy,4,294.0,7.07,0.427,16.5,217.1,grain_filling,112,0.612,37.5,62.5,3.23,5.38,500,26.98
Sangrur,paddy,3,286.9,7.61,0.404,20.3,126.7,seedling,2,0.192,52.4,47.6,3.38,3.07,375,27.63
Ludhiana,wheat,5,279.1,7.52,0.388,34.0,268.5,tillering,25,0.533,51.4,48.6,6.03,5.7,625,18.86
Sangrur,paddy,1,271.8,7.84,0.584,35.5,305.6,panicle_initiation,47,0.651,40.2,59.8,0.86,1.29,125,28.43
Kapurthala,paddy,2,291.1,7.71,0.294,11.2,260.5,grain_filling,113,0.548,39.1,60.9,1.68,2.62,250,26.09
Amritsar,paddy,2,242.3,7.61,0.518,20.2,232.5,grain_filling,107,0.474,46.6,53.4,2.0,2.3,250,28.27
Firozpur,wheat,3,133.6,8.17,0.47,41.0,259.9,grain_filling,120,0.555,56.5,43.5,3.98,3.06,375,18.27
Amritsar,paddy,7,225.2,8.07,0.286,31.3,260.6,grain_filling,103,0.491,48.3,51.7,7.27,7.78,875,27.21
Moga,paddy,1,268.0,7.9,0.364,44.4,174.8,flowering,67,0.688,40.2,59.8,0.86,1.29,125,28.06
Gurdaspur,wheat,5,275.7,7.74,0.457,10.6,243.6,heading,99,0.622,38.8,61.2,4.55,7.18,625,18.24
Gurdaspur,paddy,3,310.2,7.36,0.408,20.6,173.8,tillering,35,0.49,40.0,60.0,2.58,3.87,375,27.16
Jalandhar,wheat,3,196.6,7.71,0.382,15.9,172.6,jointing,80,0.655,51.7,48.3,3.64,3.4,375,18.63
Bathinda,paddy,7,122.9,7.82,0.423,35.1,134.6,grain_filling,120,0.534,54.9,45.1,8.27,6.79,875,27.73
Moga,wheat,4,170.1,7.68,0.308,27.0,245.0,heading,94,0.713,44.9,55.1,4.21,5.17,500,18.9
Moga,paddy,2,206.8,7.28,0.547,41.1,290.9,flowering,69,0.696,37.5,62.5,1.61,2.69,250,26.07
Firozpur,paddy,3,188.4,7.67,0.285,41.5,286.8,flowering,72,0.766,41.4,58.6,2.67,3.78,375,27.82
Ludhiana,wheat,2,228.2,7.6,0.46,28.2,148.0,germination,12,0.186,66.8,33.2,3.13,1.56,250,17.53
Firozpur,wheat,1,187.5,8.05,0.29,41.2,186.6,jointing,69,0.521,54.1,45.9,1.27,1.08,125,18.25
Bathinda,wheat,2,122.6,8.66,0.257,42.5,263.5,grain_filling,127,0.49,56.1,43.9,2.63,2.06,250,18.57
Jalandhar,paddy,7,219.8,8.25,0.511,32.6,265.7,grain_filling,111,0.536,46.0,54.0,6.93,8.13,875,28.24
Moga,paddy,7,225.3,7.38,0.489,20.2,176.6,grain_filling,114,0.599,38.6,61.4,5.81,9.24,875,28.8
Ludhiana,paddy,4,207.1,7.31,0.479,21.6,292.1,panicle_initiation,48,0.71,40.9,59.1,3.52,5.08,500,28.71
Ludhiana,wheat,5,231.1,7.33,0.477,21.8,265.2,germination,8,0.174,57.8,42.2,6.79,4.94,625,19.18
Bathinda,paddy,5,249.1,8.37,0.259,41.3,156.9,panicle_initiation,62,0.686,52.3,47.7,5.62,5.13,625,27.93
Sangrur,wheat,5,298.6,8.01,0.317,22.6,282.6,jointing,60,0.671,45.2,54.8,5.31,6.42,625,19.8
Jalandhar,wheat,15,244.5,8.06,0.467,44.9,211.2,tillering,40,0.483,51.6,48.4,18.15,17.04,1875,18.91
Jalandhar,paddy,7,180.1,7.73,0.282,21.1,255.4,tillering,36,0.575,52.7,47.3,7.94,7.12,875,26.89
Moga,paddy,1,267.9,7.51,0.384,12.7,262.7,seedling,1,0.156,55.9,44.1,1.2,0.95,125,28.46
Amritsar,wheat,4,283.5,7.26,0.463,28.6,215.6,heading,81,0.638,34.5,65.5,3.24,6.15,500,18.54
Gurdaspur,wheat,15,297.1,7.68,0.511,13.1,258.8,heading,95,0.783,30.9,69.1,10.86,24.33,1875,20.93
Sangrur,paddy,3,300.6,7.5,0.565,44.1,294.7,tillering,23,0.47,44.2,55.8,2.85,3.6,375,29.08
Firozpur,wheat,3,174.4,8.15,0.403,36.9,151.3,jointing,57,0.671,51.2,48.8,3.6,3.43,375,17.74
Jalandhar,paddy,2,244.9,7.54,0.569,27.6,213.0,panicle_initiation,56,0.649,45.1,54.9,1.94,2.36,250,28.85
Amritsar,paddy,4,249.1,7.51,0.509,41.3,158.8,grain_filling,111,0.503,41.9,58.1,3.61,4.99,500,26.68
Bathinda,paddy,2,196.4,7.57,0.386,27.7,249.5,seedling,5,0.186,60.6,39.4,2.61,1.7,250,26.43
Sangrur,wheat,5,189.7,7.95,0.48,43.3,134.5,heading,84,0.765,41.5,58.5,4.87,6.86,625,18.67
Sangrur,wheat,3,227.8,7.66,0.405,37.3,288.1,heading,91,0.769,40.9,59.1,2.88,4.16,375,19.03
Gurdaspur,paddy,10,313.6,7.63,0.562,23.6,206.6,flowering,72,0.765,30.0,70.0,6.45,15.05,1250,29.5
Firozpur,wheat,7,230.3,7.87,0.41,26.7,318.8,tillering,32,0.54,47.1,52.9,7.73,8.69,875,18.28
Sangrur,wheat,2,238.4,7.56,0.468,44.1,302.3,jointing,73,0.707,51.0,49.0,2.39,2.3,250,18.47
Firozpur,paddy,5,159.2,7.95,0.475,21.4,219.7,flowering,90,0.65,40.7,59.3,4.38,6.37,625,28.43
Ludhiana,paddy,2,181.4,8.12,0.52,21.3,169.3,flowering,82,0.647,41.6,58.4,1.79,2.51,250,29.1
Amritsar,paddy,3,191.7,7.24,0.261,10.9,267.8,flowering,74,0.686,51.5,48.5,3.32,3.13,375,27.89
Firozpur,wheat,7,243.1,7.6,0.416,37.3,186.0,grain_filling,124,0.562,42.6,57.4,7.0,9.42,875,18.65
Bathinda,paddy,1,126.0,8.25,0.413,23.9,180.5,flowering,86,0.666,47.3,52.7,1.02,1.13,125,29.96
Sangrur,paddy,2,174.3,7.19,0.4,21.2,251.8,grain_filling,113,0.534,47.4,52.6,2.04,2.26,250,25.24
Patiala,paddy,12,251.7,7.7,0.528,13.7,291.7,flowering,83,0.624,39.5,60.5,10.2,15.61,1500,28.61
Gurdaspur,paddy,2,294.0,7.38,0.626,30.7,246.0,panicle_initiation,51,0.588,33.9,66.1,1.46,2.84,250,26.97
Sangrur,paddy,10,222.4,8.09,0.451,29.4,226.0,tillering,27,0.367,50.9,49.1,10.94,10.57,1250,27.25
Sangrur,paddy,3,248.1,7.7,0.459,10.6,186.9,flowering,69,0.618,38.3,61.7,2.47,3.98,375,27.33
Ludhiana,paddy,2,236.5,7.25,0.527,40.5,269.7,grain_filling,105,0.578,36.5,63.5,1.57,2.73,250,26.72
Jalandhar,wheat,1,189.7,8.19,0.579,27.4,121.3,tillering,28,0.465,47.2,52.8,1.11,1.24,125,18.83
Sangrur,wheat,12,194.2,7.58,0.478,36.0,164.0,grain_filling,102,0.523,51.7,48.3,14.56,13.59,1500,18.22
Gurdaspur,paddy,7,198.5,7.36,0.48,19.0,225.7,tillering,37,0.555,51.7,48.3,7.78,7.27,875,27.93
Bathinda,paddy,4,145.3,8.2,0.269,35.6,286.5,tillering,25,0.518,61.2,38.8,5.26,3.34,500,28.34
Moga,wheat,1,189.3,7.98,0.301,41.8,163.0,grain_filling,117,0.486,51.3,48.7,1.2,1.14,125,18.76
Jalandhar,paddy,3,293.1,7.82,0.285,22.4,148.6,seedling,0,0.164,57.7,42.3,3.72,2.73,375,27.15
Firozpur,wheat,3,231.6,7.48,0.487,16.8,296.5,grain_filling,124,0.644,39.6,60.4,2.79,4.25,375,20.42
Kapurthala,wheat,2,167.0,7.32,0.31,22.9,286.6,tillering,23,0.482,52.7,47.3,2.47,2.22,250,18.86
Sangrur,wheat,1,290.7,7.27,0.413,43.3,235.7,tillering,34,0.416,45.3,54.7,1.06,1.28,125,19.2
Firozpur,wheat,3,267.3,8.06,0.227,31.1,149.1,tillering,45,0.521,59.5,40.5,4.19,2.85,375,18.81
Ludhiana,wheat,7,203.2,7.93,0.38,28.4,210.3,jointing,56,0.693,47.0,53.0,7.72,8.7,875,19.27
Sangrur,paddy,1,210.0,7.8,0.391,36.3,126.1,grain_filling,104,0.535,39.5,60.5,0.85,1.3,125,26.3
Ludhiana,paddy,2,229.5,7.58,0.509,26.5,259.7,grain_filling,102,0.601,43.2,56.8,1.86,2.45,250,29.26
Jalandhar,paddy,2,188.3,8.25,0.441,42.1,261.4,seedling,5,0.161,67.4,32.6,2.9,1.4,250,26.38
Bathinda,paddy,3,214.0,7.76,0.368,18.8,123.7,grain_filling,107,0.56,42.0,58.0,2.71,3.74,375,27.03
Moga,paddy,2,163.9,7.38,0.363,28.9,275.3,panicle_initiation,48,0.601,49.4,50.6,2.13,2.17,250,28.19
Bathinda,wheat,3,180.2,8.14,0.214,43.4,145.7,tillering,26,0.451,68.2,31.8,4.8,2.24,375,18.52
Gurdaspur,paddy,2,299.6,7.62,0.477,39.9,214.3,tillering,32,0.417,44.8,55.2,1.93,2.37,250,28.37
